IQ,CGPA,Communication_Skills,Projects_Completed
99,5.31,1,4
105,8.97,10,5
103,6.58,4,2
119,7.5,2,2
63,6.65,5,0
64,6.08,10,1
92,6.66,8,1
116,7.19,1,5
76,8.49,9,3
54,9.27,7,4
108,6.07,5,2
103,6.16,5,5
83,8.65,9,2
85,8.24,9,0
85,9.21,2,0
101,5.17,8,4
90,9.6,5,5
107,7.16,2,5
57,8.21,9,0
87,5.6,4,5
83,7.26,5,0
96,6.29,7,2
91,6.4,2,4
111,7.15,5,2
72,8.79,8,2
100,8.84,1,0
108,7.47,8,2
127,7.83,2,4
92,7.31,4,0
104,9.6,3,4
72,7.9,2,1
64,6.3,10,4
112,5.91,10,4
99,8.02,2,3
117,8.02,10,5
79,4.97,6,5
107,9.28,3,4
128,8.06,10,2
106,7.89,4,2
104,4.92,4,5
100,7.09,2,0
76,9.53,4,5
120,9.04,2,1
90,6.68,4,0
107,5.46,8,4
76,7.0,9,5
82,6.71,4,4
121,8.24,4,2
94,9.92,7,4
121,6.66,1,5
98,5.2,7,5
72,9.85,9,5
113,5.57,4,4
91,10.09,2,2
110,8.68,4,1
100,9.78,2,4
76,6.15,10,3
102,5.26,7,1
132,7.73,6,1
107,7.3,2,5
99,6.27,6,2
116,10.1,9,0
103,9.37,8,5
103,8.63,9,5
83,5.5,5,4
103,8.44,10,4
115,8.44,2,0
87,7.14,5,4
121,9.25,10,3
98,5.72,3,0
86,6.02,4,2
114,5.08,7,0
95,9.19,2,1
111,8.46,6,2
95,6.09,1,1
99,5.89,10,2
107,4.74,3,0
104,5.42,7,1
70,7.48,5,2
83,6.48,8,4
113,6.6,7,1
98,9.35,7,3
92,7.94,1,2
79,8.32,1,5
83,4.93,6,5
69,6.46,8,5
98,7.7,3,5
91,5.66,8,4
85,5.26,8,4
98,9.47,1,5
105,9.28,5,5
131,4.93,9,0
77,6.36,10,5
117,9.29,10,5
114,5.62,3,0
88,8.28,9,5
103,9.57,9,5
93,9.62,1,1
102,7.67,2,1
122,5.81,3,3
109,6.21,4,4
107,9.4,5,2
93,9.3,5,3
77,8.51,10,5
96,8.9,5,3
118,8.33,3,3
77,8.22,6,5
84,8.97,4,2
101,8.14,9,5
85,8.1,2,3
88,6.56,1,0
93,8.42,7,0
79,7.22,9,0
85,6.73,10,3
110,8.72,9,3
80,8.57,3,4
76,9.89,1,1
90,5.98,9,4
110,8.46,7,5
97,6.43,8,0
93,9.98,6,1
100,5.35,10,4
73,8.66,6,2
107,8.48,4,2
105,6.56,2,2
93,9.32,1,0
115,9.4,6,1
83,6.07,9,0
116,5.39,10,2
102,6.63,10,3
94,5.94,2,0
99,9.66,1,1
98,10.2,1,0
118,5.51,7,1
83,6.89,1,5
88,8.1,9,3
115,5.69,9,4
91,6.77,3,1
113,6.42,2,1
125,7.66,9,2
93,8.68,3,2
110,8.27,2,3
82,5.28,4,5
111,9.42,7,5
102,7.92,4,0
107,9.86,8,4
90,7.06,5,4
75,9.48,2,3
107,8.96,10,4
69,7.59,4,0
95,7.16,7,2
114,10.08,1,5
102,8.76,7,3
129,9.32,3,4
115,8.79,7,5
90,8.04,3,3
100,5.69,8,3
99,6.89,4,1
76,9.72,1,1
85,6.8,1,3
91,5.93,4,5
69,8.19,9,1
100,9.03,5,4
96,6.35,5,3
74,6.72,3,1
106,7.13,5,4
110,4.94,7,2
103,8.48,3,2
95,7.06,5,5
108,9.58,3,3
110,8.6,1,0
104,8.81,6,4
87,6.73,3,5
104,7.93,2,5
117,6.79,3,5
91,6.58,5,3
131,9.41,5,1
92,7.03,9,2
100,9.15,9,1
89,5.47,2,4
103,5.43,6,3
73,9.69,9,5
91,8.41,9,2
83,7.34,6,4
102,7.33,1,2
114,6.12,1,5
109,8.76,9,2
64,5.65,3,3
130,8.12,5,3
104,7.39,6,0
88,9.46,1,0
102,7.9,1,0
102,6.09,4,0
89,7.96,6,5
102,5.01,8,1
90,5.92,7,0
93,4.73,2,1
89,7.82,4,2
78,4.98,5,1
102,7.04,8,2
108,9.58,7,0
107,8.56,4,1
112,5.3,8,2
104,6.08,8,0
92,8.58,4,5
112,9.34,2,2
79,5.21,3,3
86,8.86,5,2
85,7.66,1,0
116,7.84,5,5
114,9.78,4,4
107,8.96,5,3
116,9.31,1,1
86,7.07,10,3
105,7.71,7,0
98,8.07,10,2
112,6.78,9,4
98,7.57,5,0
94,6.07,3,5
108,5.84,9,2
113,6.4,6,5
89,8.64,6,5
99,9.68,10,0
84,7.76,10,5
62,8.59,3,4
103,5.3,1,2
109,9.53,4,4
103,7.4,4,2
70,8.64,3,3
94,9.24,5,0
66,5.9,9,1
120,7.41,9,1
83,10.24,8,0
118,5.77,10,5
114,8.7,6,5
86,10.17,4,1
83,6.75,2,4
105,8.93,10,1
87,9.69,3,0
101,8.68,9,5
92,5.97,1,3
73,7.0,7,5
66,5.14,10,0
103,8.72,6,0
91,9.02,2,2
91,7.89,5,1
110,7.15,2,1
117,5.53,9,2
95,8.83,5,4
94,8.64,6,4
107,9.71,4,5
79,8.9,1,2
103,9.19,3,1
108,9.17,5,4
110,8.63,3,4
70,7.63,8,3
88,9.68,2,4
86,8.68,2,1
101,6.89,1,3
107,5.78,1,3
122,6.86,4,5
92,8.12,8,1
92,6.71,8,2
117,6.02,8,0
104,7.3,1,4
119,5.68,1,5
104,9.27,7,2
82,7.15,7,0
80,7.85,10,1
76,5.81,5,4
109,6.72,8,2
117,7.49,6,0
127,9.2,1,5
112,9.14,7,1
117,6.19,8,5
91,8.41,8,3
82,5.98,10,3
112,9.65,9,3
106,10.19,3,1
101,8.01,2,0
105,8.66,8,1
104,8.98,4,3
119,8.48,2,1
119,8.56,2,4
108,9.41,2,0
112,7.93,5,5
107,8.14,8,4
93,9.29,9,5
111,8.48,6,3
79,9.12,8,0
115,6.32,6,4
82,7.24,1,1
104,5.8,9,2
87,7.66,10,5
108,6.85,7,1
99,9.62,2,3
76,8.14,3,2
106,8.83,2,5
91,6.97,9,0
113,9.2,8,5
100,8.46,5,2
105,8.95,4,5
85,6.12,7,5
91,7.63,9,0
93,8.33,8,4
112,7.76,8,5
125,9.35,2,4
87,9.8,10,5
116,10.33,9,5
67,8.61,2,4
82,9.88,8,4
85,9.1,5,5
79,6.39,6,4
76,7.1,10,2
106,6.19,9,0
96,4.72,8,4
105,6.34,5,4
110,5.27,6,0
103,8.78,5,2
109,7.58,9,5
98,6.34,5,4
82,8.39,6,5
115,9.49,1,5
91,10.38,8,2
85,8.29,8,4
97,6.87,8,2
86,6.81,7,5
93,5.68,7,3
105,6.1,6,4
105,6.83,7,4
86,10.38,9,5
92,4.95,5,5
116,6.39,9,5
107,5.74,9,1
131,8.48,4,1
117,7.21,9,5
117,6.99,8,5
79,5.82,5,5
111,6.91,10,2
99,5.79,3,1
91,7.3,9,2
102,5.43,3,4
114,9.15,3,4
107,7.74,3,5
86,8.18,1,3
111,7.3,6,3
90,6.91,3,1
103,5.0,10,5
95,7.73,3,5
96,7.99,9,4
111,6.95,7,2
84,8.79,8,1
129,9.39,1,3
72,8.32,8,0
91,5.24,8,2
105,8.07,8,5
108,5.69,6,0
98,8.13,10,1
99,7.25,5,1
106,5.82,4,0
96,9.14,9,1
120,8.09,7,1
112,7.24,1,4
113,4.87,1,5
85,7.69,1,2
98,9.74,4,3
95,7.62,9,5
84,9.4,3,4
105,5.19,10,1
91,7.66,1,3
109,8.56,1,1
83,7.93,3,5
125,5.96,7,2
86,7.47,8,1
103,7.99,4,0
111,8.17,2,0
91,8.44,7,0
112,8.67,9,0
81,8.21,10,3
121,6.52,6,5
100,6.92,2,0
91,8.88,9,1
95,9.52,7,4
112,4.89,9,1
91,8.08,2,1
88,6.14,10,1
96,6.59,4,1
82,7.16,6,4
127,8.13,10,0
91,5.55,7,2
112,8.54,3,3
103,9.02,10,4
85,10.11,5,4
99,5.43,4,4
111,8.16,5,3
97,6.71,6,1
117,6.41,6,5
115,7.49,7,3
113,9.32,6,4
93,4.8,6,1
83,9.39,4,4
90,9.14,2,2
102,8.61,10,0
108,8.71,7,0
67,6.57,7,4
99,9.01,3,1
102,7.03,5,2
95,9.35,6,2
119,5.56,10,5
106,6.55,9,1
119,8.04,3,1
96,6.41,3,2
114,6.65,5,0
124,7.17,2,0
119,9.46,3,2
83,8.11,6,3
96,6.32,3,2
94,6.05,1,4
107,6.6,7,5
110,7.4,7,3
87,8.64,2,1
101,6.03,5,2
69,5.69,9,2
121,7.18,3,3
92,6.7,8,2
100,7.27,4,4
95,8.98,3,0
117,6.16,2,2
57,7.96,9,0
99,7.7,5,1
98,6.26,9,1
93,8.97,8,2
125,7.32,3,1
86,7.28,4,2
111,9.37,6,0
105,6.71,10,3
118,9.64,5,2
89,7.59,10,5
89,8.25,10,3
116,9.59,3,0
106,9.29,5,0
76,8.36,5,3
91,8.36,9,5
105,6.78,4,2
112,7.88,8,3
89,5.76,4,2
56,5.42,10,5
107,9.61,2,2
81,5.74,3,3
69,6.25,4,0
57,9.39,8,4
112,5.41,9,1
101,6.73,6,4
96,8.11,8,0
120,7.5,10,1
109,8.52,5,5
124,7.16,5,5
79,7.07,8,3
99,8.25,4,4
75,7.91,3,2
96,8.2,10,0
96,9.3,2,0
109,7.3,8,5
100,6.92,5,0
109,4.66,6,5
110,8.45,9,4
132,4.99,3,2
95,7.72,4,4
85,8.81,2,2
103,7.75,6,1
87,6.67,9,3
122,8.59,2,5
95,6.83,5,0
91,8.24,10,2
92,8.08,1,4
110,6.27,4,5
97,9.98,8,5
90,5.73,3,5
124,9.59,4,4
87,5.26,2,0
100,5.86,9,0
109,5.99,5,0
75,5.37,3,1
107,8.72,10,3
84,8.16,7,5
112,8.95,1,2
85,6.7,9,0
110,7.34,7,2
116,8.52,1,4
112,7.04,4,3
103,8.18,7,3
96,7.93,4,2
91,5.6,7,4
122,8.69,3,4
89,8.64,4,1
84,8.49,3,5
109,6.01,4,0
88,6.0,10,4
85,7.22,3,0
78,6.57,10,0
92,5.65,10,2
98,8.59,5,5
103,8.34,4,0
114,7.71,3,2
107,5.78,5,3
97,9.13,10,4
97,5.62,9,2
107,9.43,1,1
119,10.06,4,2
101,8.67,7,0
92,10.4,4,1
85,8.38,8,5
78,6.32,7,0
109,5.8,5,1
108,6.71,10,2
108,4.68,4,0
98,8.31,8,2
121,5.87,1,4
92,8.8,2,5
114,6.37,5,1
99,7.29,10,3
90,10.17,7,5
108,6.09,9,3
106,8.94,3,2
105,8.94,5,1
101,6.11,2,1
99,7.24,6,2
135,7.17,6,3
117,8.41,4,5
110,8.3,2,4
101,7.5,8,5
115,8.84,8,3
107,5.92,1,0
100,8.7,2,3
95,9.7,4,0
98,9.73,1,0
52,9.36,6,4
103,6.85,2,4
92,9.8,3,5
123,6.42,9,3
100,8.63,7,5
82,5.64,4,2
99,9.8,10,3
84,8.93,1,4
107,8.8,4,5
104,5.4,10,0
114,8.5,6,0
88,8.87,8,2
100,8.78,9,3
79,6.52,4,2
110,7.21,6,2
107,5.08,2,3
107,7.2,2,1
100,6.29,6,3
106,6.29,9,2
124,5.92,3,5
95,6.17,4,1
102,5.66,9,5
83,9.13,9,2
86,7.93,5,2
101,7.0,9,2
116,7.55,5,5
96,8.61,5,0
96,9.27,7,3
93,5.93,6,4
91,6.3,10,0
104,9.91,7,3
77,6.91,10,0
119,4.7,2,3
90,5.9,9,1
110,5.26,6,5
80,10.22,9,4
110,5.98,1,1
110,9.42,2,1
105,10.13,7,3
85,7.64,2,2
103,5.35,6,5
82,4.97,2,2
96,7.24,10,2
115,7.38,5,2
111,8.3,6,5
100,7.33,7,4
85,10.04,1,1
109,7.88,2,0
100,8.49,2,4
65,9.96,1,5
111,5.92,3,3
99,6.25,6,4
118,5.45,9,4
83,6.1,3,5
52,7.36,3,3
104,6.12,2,0
104,6.82,2,1
74,9.52,7,4
85,5.6,4,3
141,8.03,6,3
95,5.64,8,0
110,6.26,5,4
90,7.93,3,3
68,9.73,2,5
97,6.97,6,5
96,5.18,8,0
94,7.3,10,0
98,5.55,4,3
103,5.74,2,3
97,7.89,3,4
81,5.56,3,4
107,7.48,9,1
70,7.74,10,3
69,6.72,4,2
111,5.26,6,5
107,10.11,9,2
99,6.71,10,5
79,9.23,8,1
89,7.11,9,3
96,7.09,6,0
76,7.02,2,5
88,6.22,5,2
109,5.32,10,4
121,6.71,3,2
93,9.14,3,3
111,8.7,10,5
71,6.04,1,2
109,7.57,4,1
87,9.0,7,4
104,8.33,3,1
96,5.87,7,0
119,9.63,6,0
86,6.56,1,0
109,7.35,5,0
95,7.93,6,3
97,9.28,9,3
97,9.77,10,3
87,9.67,6,1
99,5.42,8,1
99,9.35,2,2
103,5.03,1,4
101,5.96,1,1
111,7.89,7,2
113,7.31,8,0
84,7.87,8,0
113,7.88,3,1
82,10.1,5,3
108,6.67,7,2
109,6.01,9,5
71,9.99,5,4
101,5.21,4,2
92,7.56,4,3
88,8.3,6,5
120,7.54,9,3
90,8.08,1,1
87,5.9,1,3
101,9.58,1,3
110,5.58,4,4
97,6.85,4,3
117,5.22,8,5
107,8.15,5,0
67,7.9,10,3
92,9.66,4,0
91,8.46,8,4
107,8.1,7,5
60,9.26,6,1
138,7.3,2,0
107,7.72,5,1
102,8.37,2,5
117,6.77,6,5
135,9.33,9,5
113,5.56,9,5
114,8.22,6,1
101,8.7,4,0
97,9.65,10,2
92,9.35,9,3
87,7.38,5,4
89,7.93,8,5
79,7.07,9,1
98,7.79,5,2
74,9.39,6,1
102,10.03,4,2
99,9.13,1,4
102,6.13,1,2
92,9.1,5,4
146,9.62,3,3
120,6.77,7,5
81,7.81,4,5
103,9.12,4,5
90,7.79,4,2
84,9.99,6,5
79,6.81,9,1
106,8.37,9,3
89,8.81,5,1
114,7.53,8,1
114,9.34,4,3
120,7.94,8,3
87,7.28,10,4
107,5.28,9,2
109,7.24,8,4
92,8.19,8,0
88,9.83,9,0
124,5.86,10,4
103,7.01,8,4
109,5.8,4,2
87,8.39,5,3
81,9.99,10,0
91,7.74,6,3
98,7.81,5,1
84,7.89,9,1
99,5.79,2,3
74,8.53,6,1
83,7.77,10,0
110,8.33,2,0
109,9.61,8,1
94,8.84,8,0
84,9.28,5,1
84,9.66,10,2
94,9.49,8,2
109,7.63,5,3
113,5.49,4,1
92,7.5,9,2
82,8.66,8,2
104,5.62,4,0
87,5.1,2,3
92,5.37,2,3
119,8.18,2,2
112,7.89,10,2
102,7.13,8,3
80,5.23,6,5
103,9.09,1,0
115,6.43,10,4
94,6.52,4,0
120,8.58,3,4
119,8.04,10,3
124,7.23,7,3
104,8.57,10,3
108,6.85,5,1
121,8.65,1,1
106,5.95,6,1
92,5.93,4,3
93,9.14,10,2
103,8.57,6,3
80,5.48,7,4
97,5.92,9,0
116,9.65,1,5
67,8.79,6,4
123,6.36,8,0
116,7.81,4,4
93,5.36,10,0
108,7.74,9,5
100,5.5,4,2
118,6.55,4,0
114,5.42,9,3
78,7.58,4,4
108,6.89,9,1
96,7.29,1,2
101,5.45,8,5
89,7.15,2,4
126,8.73,8,2
115,7.09,5,1
88,8.38,1,1
79,6.56,1,1
94,6.81,6,1
106,7.68,1,1
103,9.29,2,3
118,5.32,3,0
111,5.31,2,1
114,8.19,9,4
104,9.32,10,4
79,9.74,6,1
97,7.49,9,2
115,7.16,5,1
99,8.14,4,5
107,7.99,2,3
95,7.68,4,5
84,9.15,8,0
98,8.37,2,4
104,7.11,8,1
90,7.77,2,0
96,8.08,1,0
85,7.31,4,1
116,7.52,7,0
95,4.63,2,4
121,5.61,3,1
122,7.77,6,2
98,9.47,2,1
84,6.26,9,4
68,7.48,6,1
77,6.98,6,1
79,5.32,8,1
120,9.41,1,3
101,9.03,10,3
105,5.28,3,4
66,8.15,2,0
82,6.72,1,1
113,10.21,6,1
104,6.52,4,5
97,5.76,6,3
108,7.78,8,2
124,9.39,7,5
96,5.52,3,3
101,8.11,3,0
102,5.18,6,5
135,9.28,1,1
68,5.84,3,1
110,9.65,8,4
98,7.24,3,2
108,7.44,1,4
90,9.74,10,2
99,9.58,9,5
110,7.99,2,5
146,5.78,7,2
112,7.08,8,5
87,7.42,3,2
93,7.28,7,2
93,7.55,10,4
73,5.27,4,1
95,8.89,2,1
110,8.78,4,5
80,5.73,8,4
115,8.27,2,5
107,7.4,6,3
88,8.08,10,5
97,5.34,3,0
123,8.0,3,2
111,6.32,6,4
100,7.25,3,2
96,8.52,2,2
101,8.54,2,2
92,6.02,3,4
68,7.85,2,1
130,9.39,6,3
102,5.99,4,3
105,9.05,1,5
99,8.26,3,4
88,8.69,10,0
97,6.63,3,3
76,6.76,4,3
134,9.62,6,2
81,6.62,1,4
84,5.13,2,5
93,7.62,10,5
119,6.05,3,1
100,9.12,5,4
81,7.74,7,4
118,9.53,1,3
110,8.87,2,2
108,6.03,4,4
110,7.23,10,1
135,8.54,1,2
132,7.31,1,2
89,9.85,9,1
124,8.37,6,1
105,5.28,2,5
107,9.45,10,1
74,5.03,7,4
97,5.85,10,5
87,8.8,6,2
112,8.96,6,5
116,7.53,8,2
68,6.54,10,0
99,6.4,3,0
116,7.06,10,0
97,6.16,2,5
110,5.81,9,4
105,7.66,5,5
105,9.53,6,4
95,6.66,7,1
81,5.83,2,4
83,8.98,6,2
110,9.02,1,2
100,9.22,9,5
97,5.61,6,3
93,5.26,7,3
95,7.22,5,4
115,7.92,2,5
94,7.09,4,5
79,7.76,5,3
111,6.22,10,4
96,7.06,2,1
100,8.57,9,1
124,7.34,2,3
99,8.23,2,4
104,7.31,2,3
82,6.61,2,2
96,6.15,5,4
109,7.46,7,0
76,5.19,1,2
103,8.72,9,4
101,9.55,6,3
100,6.35,1,5
115,4.94,1,3
105,9.58,9,3
122,6.65,9,4
85,5.99,1,3
102,6.88,1,4
101,8.29,5,4
83,6.11,5,3
114,8.18,7,1
134,7.51,4,1
99,5.29,10,2
107,6.16,1,4
101,8.45,6,3
89,7.59,10,5
72,5.93,3,3
89,5.81,7,3
79,8.34,1,1
125,8.98,4,0
98,6.6,10,5
94,7.7,9,4
113,6.12,10,2
83,6.76,6,2
88,4.96,2,2
101,8.66,6,4
115,6.51,9,4
107,8.64,1,2
103,8.66,5,2
101,9.15,8,3
106,6.36,7,5
103,6.26,10,0
84,9.86,2,1
100,8.47,8,4
83,8.83,9,0
101,5.39,10,2
92,6.85,8,5
138,8.3,6,2
99,5.54,9,2
78,7.77,8,2
97,7.46,4,3
107,5.51,6,4
125,6.28,5,2
91,6.65,10,2
76,5.12,9,4
112,8.22,4,1
79,6.47,1,3
93,6.39,9,3
96,9.58,9,0
98,7.74,7,3
110,6.66,5,0
89,8.22,7,1
95,9.74,9,4
99,5.45,3,2
102,7.59,5,5
101,8.19,3,0
106,6.92,8,5
112,9.06,1,5
105,9.45,4,3
106,9.98,7,5
76,6.01,9,2
100,5.87,10,1
107,9.68,2,4
110,7.1,9,0
89,5.86,6,3
90,8.2,7,5
91,6.21,4,5
108,5.86,5,2
115,9.37,1,2
93,6.08,4,2
113,5.68,8,4
101,6.67,6,0
98,7.95,7,4
96,5.85,1,5
111,7.15,7,3
104,7.7,6,0
134,9.42,4,1
87,6.3,2,1
107,9.39,2,5
92,6.29,7,4
86,8.04,3,4
99,7.5,2,5
102,5.7,10,4
143,8.88,3,1
97,6.36,10,1
83,5.68,2,0
104,6.36,3,5
68,7.95,5,0
98,5.76,10,4
100,5.66,10,5
111,5.01,10,2
114,7.77,5,0
92,7.51,7,1
97,6.39,10,3
88,4.79,3,2
83,6.99,3,5
104,9.12,7,1
80,8.21,6,2
93,9.6,6,3
85,5.46,4,5
108,9.68,4,4
127,6.92,2,2
80,9.6,6,3
72,6.45,10,3
98,6.88,3,2
100,6.42,6,5
103,6.99,3,2
93,9.42,3,2
96,8.87,1,2
105,9.94,5,4
115,8.24,2,1
70,7.59,10,0
94,5.92,2,4
103,10.37,9,2
86,8.05,2,3
125,8.69,2,5
90,7.1,6,4
99,7.36,10,0
108,9.38,1,5
91,6.15,8,0
72,6.76,1,4
93,5.87,9,3
115,8.9,4,3
94,4.84,3,5
87,5.24,7,3
113,6.41,8,1
95,7.56,5,3
92,7.46,3,0
102,4.83,4,5
111,9.81,10,2
135,9.63,6,2
112,6.89,5,0
117,9.02,4,3
92,7.83,3,2
84,6.69,6,5
100,6.32,7,0
101,7.13,2,3
83,7.16,6,1
97,6.19,3,2
105,9.18,10,5
105,7.85,8,3
107,8.56,2,5
104,5.72,5,3
92,7.47,8,5
92,6.16,9,2
82,7.42,7,3
126,8.49,9,5
100,8.84,9,4
96,6.98,8,4
86,8.72,7,1
144,9.27,6,0
83,7.97,3,4
93,5.53,8,4
106,8.0,3,1
109,5.38,9,4
114,9.16,9,4
127,7.71,10,5
107,7.31,10,2
84,5.24,9,1
96,7.15,4,3
104,9.17,9,3
131,5.49,2,0
79,7.02,1,0
118,9.35,8,4
102,6.58,6,4
112,6.95,10,3
98,7.94,9,1
87,7.8,9,2
111,6.13,3,5
109,4.97,2,0
114,8.13,7,4
99,9.72,5,0
91,5.85,10,3
76,6.29,6,1
112,6.92,5,3
106,9.21,4,2
85,6.6,1,1
91,9.04,4,2
92,4.97,10,2
77,9.89,3,1
87,8.15,3,2
82,8.2,5,0
93,7.32,1,4
88,8.63,6,1
75,5.75,2,3
130,5.12,1,3
118,7.41,8,4
88,9.06,10,3
104,8.74,3,4
106,7.28,6,0
117,7.88,2,3
87,6.01,5,3
116,9.0,9,0
91,9.24,7,3
79,8.69,4,3
110,6.9,3,0
119,10.08,9,5
138,9.16,4,0
82,7.9,5,5
110,6.96,6,0
93,8.3,10,5
111,7.77,5,3
77,6.51,9,4
81,6.94,1,5
88,7.27,6,4
101,7.64,4,1
90,7.14,4,1
109,5.85,3,3
115,8.64,5,3
108,7.68,8,4
124,5.36,4,2
106,6.55,7,1
81,9.7,8,4
120,8.58,5,3
90,6.7,10,1
113,9.46,1,1
123,5.31,8,5
106,9.52,10,1
77,6.36,3,3
86,4.98,4,4
119,6.69,10,2
97,6.32,7,3
101,7.67,9,1
111,8.66,4,5
110,9.3,4,5
104,6.92,6,0
96,7.3,9,4
95,6.19,4,3
112,5.27,10,1
108,8.5,8,2
96,5.57,3,5
116,9.09,2,1
98,7.41,4,1
87,6.32,4,3
88,8.11,7,5
85,5.8,7,2
95,7.0,9,5
118,9.45,10,0
87,7.44,2,5
102,5.62,4,5
90,8.91,3,3
96,5.73,3,5
77,8.37,7,4
96,7.44,10,2
97,7.34,6,0
108,9.59,3,0
103,8.5,8,2
82,5.47,8,4
116,6.29,7,1
103,9.43,9,3
102,4.8,3,4
99,7.62,5,5
92,9.0,6,0
103,7.83,9,5
107,9.11,4,4
73,8.41,5,1
91,7.99,9,5
96,8.72,4,4
103,8.48,2,4
117,6.77,9,5
88,7.51,3,0
92,8.78,6,4
92,9.23,9,5
87,6.33,3,3
94,6.61,8,2
111,10.1,9,5
84,7.71,3,0
106,5.57,3,2
74,8.19,4,4
91,10.12,1,1
95,9.32,2,5
125,9.15,1,5
95,6.42,3,0
66,9.17,6,4
70,7.59,8,4
100,9.7,5,1
109,7.07,8,4
105,5.15,6,3
102,7.32,1,1
117,6.75,3,0
91,8.44,2,0
113,9.77,6,2
75,8.85,8,3
86,9.73,6,5
72,7.01,4,3
95,8.68,4,0
99,9.07,9,4
101,8.96,1,5
100,8.04,2,3
86,8.4,4,3
97,8.48,3,4
77,5.78,9,1
120,9.25,5,4
95,9.64,8,2
92,7.46,4,2
123,8.62,4,5
81,8.67,10,0
83,8.75,3,1
83,7.26,9,3
98,9.62,10,5
106,7.15,2,0
111,5.52,3,0
138,9.4,3,5
66,7.88,3,5
109,9.04,4,3
91,5.38,5,3
91,4.82,6,4
90,9.9,5,2
86,5.48,9,3
125,9.02,7,4
112,8.87,7,2
100,8.62,7,1
120,5.88,7,1
77,8.17,2,1
80,9.55,8,3
67,7.45,10,2
89,6.66,1,5
102,7.42,6,2
101,5.23,3,1
102,9.08,6,0
78,9.4,6,2
112,9.72,8,2
103,8.25,4,4
110,8.3,3,1
71,5.61,2,0
104,8.36,6,4
82,8.34,3,0
94,9.74,4,5
108,8.91,9,0
101,10.03,7,5
87,9.79,1,0
100,9.34,4,3
77,5.58,8,2
117,9.25,10,2
96,7.61,4,4
116,6.73,1,5
92,4.87,10,0
92,8.88,2,0
88,6.37,5,2
113,7.48,6,5
89,8.19,1,0
109,9.71,5,0
94,8.84,8,0
70,7.54,8,1
91,6.55,2,1
82,6.6,9,1
100,7.2,2,5
82,5.74,4,5
113,9.43,10,4
98,7.58,4,0
97,6.0,4,1
109,6.38,7,1
114,7.4,8,3
99,7.7,8,4
88,4.95,4,1
73,9.47,4,1
89,6.46,6,1
90,4.95,9,3
101,5.02,5,3
94,7.93,2,4
110,5.58,9,0
90,5.44,9,0
99,6.5,1,5
117,8.23,9,4
105,5.5,7,5
99,6.48,1,0
90,6.82,2,2
90,5.33,2,5
87,7.88,8,0
91,5.26,1,3
111,5.41,3,3
96,8.05,1,1
79,6.3,5,3
126,5.38,4,2
104,6.89,3,2
78,10.01,8,2
93,8.8,7,1
101,9.25,4,0
125,9.29,1,1
83,10.21,7,3
114,9.03,3,2
120,7.82,5,1
90,6.93,8,5
95,5.84,9,1
84,7.94,10,2
96,10.28,10,4
99,6.96,7,2
109,8.63,6,4
116,7.32,5,2
88,7.0,5,0
70,7.03,4,4
99,8.02,7,4
104,6.74,1,5
103,8.42,3,1
95,9.48,6,4
101,9.15,10,3
122,5.75,1,1
105,9.03,7,1
94,6.23,2,5
92,6.48,7,0
97,8.56,4,1
124,6.21,9,1
97,5.54,5,3
99,6.5,1,1
92,9.03,4,4
116,6.72,4,5
129,7.68,4,5
106,8.76,3,0
101,8.48,3,5
100,9.44,10,5
64,6.94,5,3
111,6.06,5,5
102,6.58,2,2
106,6.79,10,2
89,8.17,10,2
94,5.3,9,3
93,6.32,3,2
115,8.54,4,4
94,8.35,2,2
131,8.96,8,2
106,8.84,7,0
80,8.7,3,2
98,8.74,5,2
90,6.85,1,1
67,10.04,6,4
123,8.31,10,3
110,6.35,6,0
107,6.02,5,3
102,8.29,9,2
79,9.26,4,1
92,6.34,2,2
112,5.9,7,2
84,9.14,5,5
62,9.75,7,5
96,6.72,7,0
97,6.62,7,0
102,7.99,3,3
110,6.16,5,2
109,9.3,1,5
103,5.94,6,3
117,5.59,4,2
77,5.67,2,0
107,6.13,3,1
109,5.47,3,5
81,5.61,1,5
77,8.89,7,3
88,5.83,10,3
90,9.66,3,4
111,6.44,7,5
90,8.33,10,4
87,6.62,10,1
90,5.79,9,5
116,7.89,6,4
100,7.6,8,1
97,8.88,1,2
98,8.86,8,4
119,8.43,8,4
88,7.6,3,3
119,9.34,6,1
103,8.13,6,3
97,9.46,7,4
137,9.39,3,5
84,4.98,10,2
94,6.92,1,0
81,7.63,9,1
114,8.12,6,1
125,7.4,5,2
125,9.42,2,2
118,6.23,4,1
97,5.53,5,1
94,4.89,10,2
74,7.68,4,5
130,7.98,10,2
107,6.64,4,2
92,7.78,6,4
119,5.28,4,5
85,5.14,9,1
106,8.44,2,1
97,6.94,5,2
109,7.92,3,3
99,9.06,8,0
78,9.06,3,1
101,5.6,8,4
115,7.53,8,0
99,8.76,2,3
111,9.0,10,5
84,8.58,7,4
99,5.93,6,2
90,5.67,1,3
111,7.99,2,2
100,8.67,4,4
110,6.43,2,4
116,5.81,5,2
110,8.17,3,0
104,6.97,6,1
85,5.45,9,1
99,6.01,10,5
92,6.44,7,4
94,8.33,5,3
94,6.36,1,2
85,4.97,1,3
70,5.32,1,2
89,6.94,3,3
102,8.79,7,5
79,5.18,9,2
100,7.93,6,4
128,5.64,7,0
115,5.71,3,1
124,5.53,8,3
105,5.83,10,5
117,8.31,6,1
89,6.95,3,3
